1	34
1	173
1	348
2	414
4	428
1	427
1	464
1	549
1	649
1	198
1	351
1	364
1	393
1	399
1	441
1	476
1	501
1	564
4	349
1	350
4	352
5	353
1	354
1	355
1	356
1	357
1	358
1	359
4	360
1	361
4	362
5	363
4	365
5	366
1	367
4	368
1	369
4	370
4	371
1	372
4	373
4	374
4	375
4	376
1	377
4	378
1	379
1	380
1	381
1	382
1	383
1	384
4	385
1	386
4	387
4	388
1	390
4	391
4	392
4	394
4	395
1	396
1	397
4	398
4	400
1	401
4	402
1	403
4	404
1	405
1	406
1	407
4	408
4	409
1	410
1	411
4	412
4	413
4	415
4	416
4	417
1	418
1	419
4	420
4	421
2	422
4	423
1	424
4	425
1	426
1	429
4	430
4	431
4	432
1	433
4	434
1	435
4	436
1	437
4	438
4	439
4	440
4	442
1	443
4	444
4	445
1	446
1	447
4	448
1	449
1	450
4	451
1	452
1	453
1	454
1	455
4	456
1	457
1	458
1	459
4	460
4	461
4	462
1	463
4	465
1	466
1	467
1	468
1	469
1	470
4	471
1	472
4	473
1	474
1	475
1	477
4	478
4	479
1	480
1	481
4	482
5	483
5	484
1	485
1	486
4	487
4	488
1	489
1	490
1	491
4	492
4	493
4	494
4	495
4	496
4	497
1	498
1	499
4	500
1	502
4	503
1	504
1	505
4	506
4	507
4	508
1	509
1	510
4	511
4	512
4	513
4	514
4	515
1	516
4	517
1	518
1	519
4	520
1	521
1	522
4	523
4	524
4	525
5	526
4	527
1	528
1	529
1	530
1	531
1	532
1	533
4	534
4	535
4	536
4	537
5	538
1	539
1	540
1	541
4	542
1	543
4	544
4	545
1	546
1	547
1	548
1	550
1	551
1	552
4	553
1	554
1	555
4	556
1	557
4	558
4	559
4	560
4	561
1	562
1	563
4	565
4	566
4	567
1	568
4	569
4	570
1	571
1	572
5	1025
5	580
5	601
5	606
5	637
5	641
5	651
5	930
5	936
5	976
5	1012
5	1080
5	1114
5	1122
5	1155
5	1237
5	1313
5	1320
5	1349
5	1358
5	1374
5	1397
5	1425
5	1427
5	1487
5	1512
5	1514
5	1543
5	1574
5	1606
5	1616
5	1645
5	1673
5	1677
5	1679
5	1692
5	1694
5	1740
5	1744
5	1778
5	1790
5	1844
5	1878
5	1881
5	1882
4	591
5	656
4	669
5	1113
5	1179
5	1318
5	1332
5	1400
5	1506
5	1545
5	1671
5	1767
5	1001
5	1142
5	1300
5	1408
5	1446
5	1490
5	1549
5	1631
5	1801
4	604
4	645
4	646
2	666
4	683
4	587
2	590
4	614
4	634
2	680
4	586
4	610
4	652
4	673
4	676
5	1095
5	1357
1	1777
2	620
2	574
2	630
2	678
2	593
2	609
2	573
2	575
2	579
2	581
2	584
2	585
2	588
2	589
2	592
2	597
2	598
2	602
2	603
2	605
2	607
2	608
2	611
2	612
2	613
2	616
2	617
2	618
2	619
2	621
2	622
2	623
2	624
2	625
2	626
5	629
2	631
2	633
2	636
2	638
2	639
2	642
2	644
2	648
2	653
2	654
2	655
2	657
2	660
2	663
2	664
2	667
2	668
4	671
2	672
2	674
2	677
2	679
2	682
2	684
2	685
5	915
5	962
5	1210
5	948
5	1294
5	1455
5	1464
5	1565
5	1625
5	1654
5	1660
5	1695
5	1763
5	1766
5	1773
5	1870
5	1223
5	1422
5	905
0	1808
1	1967
3	931
3	1743
5	1853
5	1526
3	1901
5	1263
0	910
0	912
0	1657
0	1776
5	1602
3	939
3	1064
3	1212
3	1566
3	1829
3	1910
3	1154
3	1342
3	1356
3	1478
3	1234
3	1696
3	1094
3	1372
3	1443
3	1162
3	1599
3	1731
3	1814
5	1430
5	1762
