0	1
0	3
0	7
0	8
0	13
0	14
0	20
0	23
0	24
0	27
0	28
0	29
0	31
0	40
0	46
0	51
0	52
0	54
0	55
0	58
0	61
0	62
0	63
0	64
0	65
0	69
0	72
0	75
0	76
0	77
0	78
0	82
0	83
0	85
0	88
0	101
0	106
0	108
0	112
0	113
0	117
0	121
0	147
0	200
0	203
0	207
0	209
0	210
0	211
0	212
0	213
0	214
0	215
0	216
0	219
0	220
0	224
0	225
0	226
0	227
0	228
0	229
0	231
0	233
0	234
0	239
0	240
0	242
0	243
0	246
0	247
0	249
1	196
1	16
1	18
1	19
1	21
1	22
1	153
1	157
1	161
1	34
1	33
1	36
1	165
1	38
1	39
1	44
1	45
1	172
1	178
1	122
1	189
2	0
2	2
2	4
2	5
2	6
2	9
2	10
2	11
2	12
2	15
2	17
2	25
2	26
2	30
2	32
2	35
2	37
2	41
2	42
2	43
2	47
2	48
2	49
2	50
2	53
2	56
2	57
2	59
2	60
2	66
2	67
2	68
2	70
2	71
2	73
2	74
2	79
2	80
2	81
2	84
2	86
2	87
2	89
2	90
2	91
2	92
2	93
2	94
2	95
2	96
2	97
2	98
2	99
2	100
2	102
2	103
2	104
2	105
2	107
2	109
2	110
2	111
2	114
2	115
2	116
2	118
2	119
2	120
2	123
2	124
2	125
2	126
2	127
2	128
2	129
2	130
2	131
2	132
2	133
2	134
2	135
2	136
2	137
2	138
2	139
2	140
2	141
2	142
2	143
2	144
2	145
2	146
2	148
2	149
2	150
2	151
2	152
2	154
2	155
2	156
2	158
2	159
2	160
2	162
2	163
2	164
2	166
2	167
2	168
2	169
2	170
2	171
2	173
2	174
2	175
2	176
2	177
2	179
2	180
2	181
2	182
2	183
2	184
2	185
2	186
2	187
2	188
2	190
2	191
2	192
2	193
2	194
2	195
2	197
2	198
2	199
2	201
2	202
2	204
2	205
2	206
2	208
2	217
2	218
2	221
2	222
2	223
2	230
2	232
2	235
2	236
2	237
2	238
2	241
2	244
2	245
2	248
